"token
",m1,m2,m3,m4c,m4,m5c,m5,mod_class_id,mod_class_name,mod_term,mod_ay,mod_sem,mod_module_code
21993_1518,1,5,2,Good text 4,Concise,Bad text 6,Stressful,PC1432,Japanese 1,1110,11,1,1354
22775_1099,1,2,2,Good text 4,Concise,Bad text 6,Stressful,EC1301,Financial Accounting,1810,18,1,1034
23954_760,1,3,3,Good text 4,Concise,Bad text 6,Stressful,GEK1001,Cognitive Psychology,910,9,1,1603
25525_149,2,1,5,Good text 4,Concise,Bad text 6,Stressful,CFG1001,Einstein's Universe & Quantum Weirdness,1110,11,1,1659
26842_1679,4,3,4,Good text 4,Concise,Bad text 6,Stressful,IE2130E,Systems & Control,920,9,2,1353
2735_374,1,5,1,Good text 4,Concise,Bad text 6,Stressful,PC1326,French 2,1140,11,4,1003
28698_1204,1,4,1,Good text 4,Concise,Bad text 6,Stressful,CS2010,Abnormal Psychology,840,8,4,2086
28822_1273,4,4,1,Good text 4,Concise,Bad text 6,Stressful,JS1101E,Software Engineering,1510,15,1,2086
28955_165,5,3,1,Good text 4,Concise,Bad text 6,Stressful,MD2140,Engineering Calculus,1210,12,1,1237
29147_966,2,1,4,Good text 4,Concise,Bad text 6,Stressful,EU1101E,Mechanical Systems Design I,1810,18,1,1486
30276_1271,3,3,3,Good text 4,Concise,Bad text 6,Stressful,CE2407,Global Environmental Issues,1020,10,2,1217
30451_27,4,4,3,Good text 4,Concise,Bad text 6,Stressful,RE2104,"Leisure, Recreation and Tourism",1020,10,2,1992
31645_1197,1,1,2,Good text 4,Concise,Bad text 6,Stressful,MA1100,Leadership and Ethics,1210,12,1,1018
32852_1857,5,4,4,Good text 4,Concise,Bad text 6,Stressful,LC2006B,Japanese 5,1610,16,1,1187
33299_603,4,5,4,Good text 4,Concise,Bad text 6,Stressful,LSM4199,Fluid-Solid Systems,720,7,2,1058
36320_488,3,3,5,Good text 4,Concise,Bad text 6,Stressful,PC1432,Japanese 1,1810,18,1,1043
37124_238,3,2,4,Good text 4,Concise,Bad text 6,Stressful,MA3252,GRADUATE SEMINARS,622,6,2.2,1424
37666_87,2,5,4,Good text 4,Concise,Bad text 6,Stressful,BSP2005,Introduction to Statistics,1710,17,1,1514
39235_1404,5,2,1,Good text 4,Concise,Bad text 6,Stressful,LSM2101,Statics And Mechanics Of Materials,1020,10,2,1251
39464_557,5,3,5,Good text 4,Concise,Bad text 6,Stressful,EC2303,Science of Music,1110,11,1,1849
40975_1674,5,3,4,Good text 4,Concise,Bad text 6,Stressful,CFG1010,Engineering Professionalism,520,5,2,1148
41354_424,1,3,4,Good text 4,Concise,Bad text 6,Stressful,LSM2101,Statics And Mechanics Of Materials,1620,16,2,15558
43160_59,1,3,5,Good text 4,Concise,Bad text 6,Stressful,SC2204,Systems Design Project,1140,11,4,1027
43408_968,5,3,3,Good text 4,Concise,Bad text 6,Stressful,RE2104,"Leisure, Recreation and Tourism",1310,13,1,1679
43536_192,2,4,3,Good text 4,Concise,Bad text 6,Stressful,LSM1102,Discrete Structures,910,9,1,1612
48459_1424,5,3,5,Good text 4,Concise,Bad text 6,Stressful,LAM1201,Human Development over the Lifespan,920,9,2,1453
4851_513,4,1,3,Good text 4,Concise,Bad text 6,Stressful,PC1432,Japanese 1,1210,12,1,1085
49151_722,5,5,2,Good text 4,Concise,Bad text 6,Stressful,MA2101,Darwin and Evolution,1210,12,1,1399
49151_722,5,3,2,Good text 4,Concise,Bad text 6,Stressful,EL1101E,General Biology,1210,12,1,1501
49487_1665,1,1,5,Good text 4,Concise,Bad text 6,Stressful,ST1131,Calculus,1420,14,2,1290
49671_233,2,5,4,Good text 4,Concise,Bad text 6,Stressful,PL2131,Molecular Genetics,520,5,2,1075
50535_1895,3,3,1,Good text 4,Concise,Bad text 6,Stressful,PL3233,Fundamentals Of Mechanical Design,1230,12,3,15257
52116_1023,5,5,2,Good text 4,Concise,Bad text 6,Stressful,LAC1201,Social Psychology,1810,18,1,1038
53246_1365,1,5,3,Good text 4,Concise,Bad text 6,Stressful,PR4105,BIOSTATISTICS FOR BASIC RESEARCH,820,8,2,1022
53892_1534,5,4,1,Good text 4,Concise,Bad text 6,Stressful,PC1143,Medical-Surgical Nursing I,1510,15,1,1828
54093_26,5,2,1,Good text 4,Concise,Bad text 6,Stressful,LAJ2201,Managerial Accounting,1720,17,2,1575
54116_1440,4,2,3,Good text 4,Concise,Bad text 6,Stressful,CS1101S,Modern Technology in Medicine and Health,1120,11,2,1214
54574_1418,5,2,2,Good text 4,Concise,Bad text 6,Stressful,EG1109,Computer Organisation,1620,16,2,2868
5760_814,3,1,1,Good text 4,Concise,Bad text 6,Stressful,MA1505,Quantitative Reasoning,920,9,2,1016
57611_923,5,3,2,Good text 4,Concise,Bad text 6,Stressful,SC2215,Physics for Electrical Engineers,1210,12,1,1079
59139_493,3,2,1,Good text 4,Concise,Bad text 6,Stressful,LSM2101,Statics And Mechanics Of Materials,1610,16,1,1009
60389_249,1,5,5,Good text 4,Concise,Bad text 6,Stressful,EC3351,FINANCIAL ACCOUNTING,1430,14,3,1059
60389_249,3,1,2,Good text 4,Concise,Bad text 6,Stressful,LAC1201,Social Psychology,1430,14,3,1908
61360_79,4,2,3,Good text 4,Concise,Bad text 6,Stressful,EC3351,FINANCIAL ACCOUNTING,1720,17,2,2366
61508_1380,3,1,1,Good text 4,Concise,Bad text 6,Stressful,EG2401,Principles of Economics,810,8,1,4521
62170_876,3,5,1,Good text 4,Concise,Bad text 6,Stressful,EC3303,Bahasa Indonesia 1,920,9,2,1722
62170_876,1,5,1,Good text 4,Concise,Bad text 6,Stressful,LAT1201,Investment Analysis and Portfolio Management,920,9,2,1666
8010_575,4,2,1,Good text 4,Concise,Bad text 6,Stressful,PL2132,Writing Academically: Arts and Social Sciences,1120,11,2,1304
8177_216,5,3,1,Good text 4,Concise,Bad text 6,Stressful,EC3351,FINANCIAL ACCOUNTING,820,8,2,1250
8398_1420,4,2,4,Good text 4,Concise,Bad text 6,Stressful,EG1413,Introduction to Operating Systems,1140,11,4,1109
8477_953,2,5,3,Good text 4,Concise,Bad text 6,Stressful,BMA5003,Comprehensive Health Assessment,1720,17,2,1092
8539_184,3,3,1,Good text 4,Concise,Bad text 6,Stressful,CS1020,English for Academic Purposes,1120,11,2,1123
8576_1484,3,2,4,Good text 4,Concise,Bad text 6,Stressful,PC1144,Engineering Mathematics II,1620,16,2,1184
9480_1003,5,2,4,Good text 4,Concise,Bad text 6,Stressful,CN4122,Industrial Organisation I,720,7,2,1058
11046_1312,3,4,3,Good text 5,Projects,Bad text 6,Stressful,MA1104,Numerical Analysis I,1620,16,2,5189
11147_1071,2,2,1,Good text 5,Projects,Bad text 6,Stressful,PC1432,Japanese 1,720,7,2,1090
12541_1762,4,4,2,Good text 5,Projects,Bad text 6,Stressful,HR2002,HeadStart Module (A Career Development Programme),1320,13,2,1037
13016_118,2,1,3,Good text 5,Projects,Bad text 6,Stressful,EC3303,Bahasa Indonesia 1,1310,13,1,1018
14300_610,2,5,2,Good text 5,Projects,Bad text 6,Stressful,MA1101R,Making Sense of Society,1120,11,2,5729
14869_329,2,3,2,Good text 5,Projects,Bad text 6,Stressful,GES1028,Introduction to Electricity & Magnetism,820,8,2,1246
14873_1835,5,4,5,Good text 5,Projects,Bad text 6,Stressful,GEQ1000,Operations Management,1510,15,1,1345
14975_1333,2,4,2,Good text 5,Projects,Bad text 6,Stressful,ME2151,Probability and Statistics,1410,14,1,1697
15165_1783,2,3,5,Good text 5,Projects,Bad text 6,Stressful,MA1505,Quantitative Reasoning,1520,15,2,1582
16496_1439,4,5,2,Good text 5,Projects,Bad text 6,Stressful,CS1231,Nation-Building in Singapore,1310,13,1,1578
16614_613,3,2,4,Good text 5,Projects,Bad text 6,Stressful,GER1000,Programming Methodology,1140,11,4,1476
17485_1374,1,4,1,Good text 5,Projects,Bad text 6,Stressful,EG1108,Linear Algebra I,920,9,2,1085
17485_1374,5,1,2,Good text 5,Projects,Bad text 6,Stressful,CE2184,Engineering Economy,920,9,2,15558
17723_994,5,1,4,Good text 5,Projects,Bad text 6,Stressful,EG2401,Principles of Economics,1610,16,1,1123
18497_395,3,1,4,Good text 5,Projects,Bad text 6,Stressful,CH1101E,Management Science,1220,12,2,1509
20961_813,2,5,3,Good text 5,Projects,Bad text 6,Stressful,MNO1001,Finance,1020,10,2,1512
22735_17,5,1,2,Good text 5,Projects,Bad text 6,Stressful,ST1131,Calculus,1610,16,1,4321
2311_1926,5,2,4,Good text 5,Projects,Bad text 6,Stressful,CM2121,Analytical Chemistry 1,720,7,2,1011
24810_779,1,4,4,Good text 5,Projects,Bad text 6,Stressful,LAB1201,Introduction to Japanese Studies,1214,12,1.4,1094
25132_689,3,5,1,Good text 5,Projects,Bad text 6,Stressful,EC2102,Understanding the Universe,1520,15,2,15555
25800_478,5,1,3,Good text 5,Projects,Bad text 6,Stressful,ME2135,Digital Fundamentals,1710,17,1,1665
25984_781,4,1,2,Good text 5,Projects,Bad text 6,Stressful,MKT1003,Management And Organisation,1010,10,1,1120
26595_210,1,1,2,Good text 5,Projects,Bad text 6,Stressful,LSM2103,Introduction to Politics,1720,17,2,1276
2663_244,3,3,4,Good text 5,Projects,Bad text 6,Stressful,GEK1505,Introductory Materials Science And Engineering,820,8,2,1026
27010_403,4,1,1,Good text 5,Projects,Bad text 6,Stressful,CN3108,"Malays - Tradition, Conflict and Change",520,5,2,1095
27010_403,2,4,2,Good text 5,Projects,Bad text 6,Stressful,DP1001,Mathematics I,520,5,2,1174
27816_1219,2,2,1,Good text 5,Projects,Bad text 6,Stressful,MA2213,Fluid Mechanics,910,9,1,15556
30259_597,1,1,2,Good text 5,Projects,Bad text 6,Stressful,EC3303,Bahasa Indonesia 1,610,6,1,1065
3037_1708,3,5,2,Good text 5,Projects,Bad text 6,Stressful,EE2023,Strategic IT Applications,1610,16,1,1665
3151_246,3,5,4,Good text 5,Projects,Bad text 6,Stressful,LAK2201,Human Factors Engineering,1110,11,1,2288
33170_1751,2,5,4,Good text 5,Projects,Bad text 6,Stressful,EE4001,German 1,1720,17,2,1622
33966_999,5,2,4,Good text 5,Projects,Bad text 6,Stressful,BSP1005,Physics IIE,820,8,2,1826
34331_720,4,4,3,Good text 5,Projects,Bad text 6,Stressful,EC2104,Chemistry for Life Sciences,1810,18,1,1508
3449_1008,3,2,2,Good text 5,Projects,Bad text 6,Stressful,BSP1005,Physics IIE,1110,11,1,1826
34684_1232,4,5,2,Good text 5,Projects,Bad text 6,Stressful,MA2214,Dissertation,920,9,2,1055
34951_48,1,4,4,Good text 5,Projects,Bad text 6,Stressful,LSM2101,Statics And Mechanics Of Materials,910,9,1,13784
35249_562,2,3,4,Good text 5,Projects,Bad text 6,Stressful,MA1505,Quantitative Reasoning,1110,11,1,1129
35888_345,3,5,2,Good text 5,Projects,Bad text 6,Stressful,CS1010S,Law Of Contract,1710,17,1,1174
37012_925,3,1,2,Good text 5,Projects,Bad text 6,Stressful,EE2021,Intercultural Communication,1320,13,2,1215
37227_147,5,2,4,Good text 5,Projects,Bad text 6,Stressful,IE2140,Calculus with Applications,1530,15,3,1010
37627_64,2,5,3,Good text 5,Projects,Bad text 6,Stressful,CS3241,Digital Design,1220,12,2,1072
37825_342,3,1,2,Good text 5,Projects,Bad text 6,Stressful,LSM1101,"Communications, New Media and Society",1620,16,2,1049
38347_1516,5,5,5,Good text 5,Projects,Bad text 6,Stressful,FAS1102,Introduction to Computing,920,9,2,15553
38942_52,1,3,5,Good text 5,Projects,Bad text 6,Stressful,MNO2009,Japanese 3,1640,16,4,1085
39146_911,2,5,5,Good text 5,Projects,Bad text 6,Stressful,PH1102E,"Legal Analysis, Research & Communication",1420,14,2,15558
39588_1464,2,5,5,Good text 5,Projects,Bad text 6,Stressful,CS3241,Digital Design,1010,10,1,1068
40176_754,4,4,4,Good text 5,Projects,Bad text 6,Stressful,ST2131,Cell Biology,1610,16,1,12673
4170_486,1,4,4,Good text 5,Projects,Bad text 6,Stressful,EC2102,Understanding the Universe,710,7,1,1029
43341_1557,1,3,3,Good text 5,Projects,Bad text 6,Stressful,LAJ1201,DOCTORAL SEMINARS,1200,12,0,1059
43408_968,2,3,1,Good text 5,Projects,Bad text 6,Stressful,SSA2211,Geographical Journeys: Exploring World Environments,1310,13,1,1258
44894_621,1,4,4,Good text 5,Projects,Bad text 6,Stressful,CS3241,Digital Design,1520,15,2,1109
4603_900,5,5,5,Good text 5,Projects,Bad text 6,Stressful,GER1000,Programming Methodology,1620,16,2,8749
46384_466,4,2,3,Good text 5,Projects,Bad text 6,Stressful,PR2202,Construction Project Management,820,8,2,1017
46972_948,2,3,1,Good text 5,Projects,Bad text 6,Stressful,CS1010E,Principles of Marketing,1220,12,2,1187
46998_1069,5,3,5,Good text 5,Projects,Bad text 6,Stressful,PL3235,Quantitative Methods for Economic Analysis,514,5,1.4,1175
47388_160,3,2,5,Good text 5,Projects,Bad text 6,Stressful,MA1506,Mathematics II,1130,11,3,1078
47596_884,2,5,5,Good text 5,Projects,Bad text 6,Stressful,GEQ1000,Operations Management,1410,14,1,1140
48624_443,5,2,1,Good text 5,Projects,Bad text 6,Stressful,GEM2900,General and Physical Chemistry for Engineers,810,8,1,1912
4925_861,2,4,1,Good text 5,Projects,Bad text 6,Stressful,BSP2005,Introduction to Statistics,720,7,2,1080
50533_1500,2,2,2,Good text 5,Projects,Bad text 6,Stressful,CE2134,Pathology,1310,13,1,4733
5291_207,1,3,5,Good text 5,Projects,Bad text 6,Stressful,CS1010S,Law Of Contract,930,9,3,1072
5333_237,4,4,2,Good text 5,Projects,Bad text 6,Stressful,EE2006,Hydraulics,1320,13,2,8749
54093_26,2,4,2,Good text 5,Projects,Bad text 6,Stressful,WR1401,Effective Communication for Health Professionals,1720,17,2,1035
54440_355,3,1,2,Good text 5,Projects,Bad text 6,Stressful,PC1221,Regression Analysis,520,5,2,6155
54821_1017,5,1,4,Good text 5,Projects,Bad text 6,Stressful,GEM2900,General and Physical Chemistry for Engineers,620,6,2,1035
55001_1169,4,5,3,Good text 5,Projects,Bad text 6,Stressful,ME2112,Clean Energy and Storage,1310,13,1,1233
55304_1715,4,1,4,Good text 5,Projects,Bad text 6,Stressful,BSP2005,Introduction to Statistics,1720,17,2,1826
55820_1723,4,3,3,Good text 5,Projects,Bad text 6,Stressful,LSM3232,Exploring Science Communication through Popular Science,1620,16,2,1053
56511_481,3,1,4,Good text 5,Projects,Bad text 6,Stressful,BSP2005,Introduction to Statistics,1810,18,1,1129
5906_41,3,3,4,Good text 5,Projects,Bad text 6,Stressful,SSD2210,Acute and Specialty Clinical Practice,1410,14,1,1054
60331_520,2,3,2,Good text 5,Projects,Bad text 6,Stressful,LAB2201,B. Eng. Dissertation,1030,10,3,1021
61869_706,2,4,4,Good text 5,Projects,Bad text 6,Stressful,GEQ1000,Operations Management,1710,17,1,1027
62082_692,3,5,3,Good text 5,Projects,Bad text 6,Stressful,SSA1201,Macroeconomic Analysis I,710,7,1,1212
6779_1391,5,3,3,Good text 5,Projects,Bad text 6,Stressful,LSM2102,Biodiversity,1520,15,2,1661
790_1203,5,2,5,Good text 5,Projects,Bad text 6,Stressful,MA3269,Introduction to Cultural Studies,1420,14,2,1055
8073_321,4,2,2,Good text 5,Projects,Bad text 6,Stressful,CN2122,Chemical Engineering Principles,740,7,4,1229
8539_184,1,1,5,Good text 5,Projects,Bad text 6,Stressful,CS2100,The Evolution of a Global City-State,1120,11,2,1039
9841_728,3,2,2,Good text 5,Projects,Bad text 6,Stressful,EE2005,Cosmetics & Perfumes,1320,13,2,1115
1087_1068,5,4,4,Good text 6,Creative,Bad text 6,Stressful,DSC2006,Managerial Economics,520,5,2,3474
11996_37,5,2,4,Good text 6,Creative,Bad text 6,Stressful,EG1109,Computer Organisation,820,8,2,1826
12727_31,2,1,5,Good text 6,Creative,Bad text 6,Stressful,BSP2001,Genes and Society,1010,10,1,3960
12951_1486,5,1,3,Good text 6,Creative,Bad text 6,Stressful,CM1111,Design Project,810,8,1,7780
13353_1118,3,1,3,Good text 6,Creative,Bad text 6,Stressful,PL1101E,Electrical Engineering,820,8,2,1537
13634_1382,4,4,3,Good text 6,Creative,Bad text 6,Stressful,SE1101E,Asian Business Environments,1121,11,2.1,1696
1403_502,4,3,1,Good text 6,Creative,Bad text 6,Stressful,DSC2006,Managerial Economics,1310,13,1,1012
14219_58,5,3,1,Good text 6,Creative,Bad text 6,Stressful,PL3235,Quantitative Methods for Economic Analysis,910,9,1,1071
14951_1931,2,2,5,Good text 6,Creative,Bad text 6,Stressful,MA1301,Molecular Biology,810,8,1,15553
15721_1647,2,5,5,Good text 6,Creative,Bad text 6,Stressful,EC1301,Financial Accounting,720,7,2,1017
15856_1548,3,5,1,Good text 6,Creative,Bad text 6,Stressful,DSC2006,Managerial Economics,1320,13,2,1479
16761_1020,2,3,4,Good text 6,Creative,Bad text 6,Stressful,MA3111,Signals & Communications Design Lab,1620,16,2,1005
16766_363,2,4,4,Good text 6,Creative,Bad text 6,Stressful,LSM4199,Fluid-Solid Systems,920,9,2,1055
18203_1134,5,2,4,Good text 6,Creative,Bad text 6,Stressful,CN2121,Inorganic Chemistry 1,1510,15,1,1009
18656_358,2,5,4,Good text 6,Creative,Bad text 6,Stressful,BFS1001,Methods of Social Research,1520,15,2,1074
19416_964,4,2,5,Good text 6,Creative,Bad text 6,Stressful,PY1106,Qualitative Communication Research Methods,1720,17,2,1241
20237_1948,1,2,3,Good text 6,Creative,Bad text 6,Stressful,EC3102,Manufacturing Processes,1710,17,1,1573
20560_217,3,1,3,Good text 6,Creative,Bad text 6,Stressful,TS1101E,Research and Statistical Methods II,1520,15,2,1013
20999_1865,4,5,1,Good text 6,Creative,Bad text 6,Stressful,EC2374,Real Estate Marketing & Negotiation,1540,15,4,1259
22128_665,5,4,4,Good text 6,Creative,Bad text 6,Stressful,EE2006,Hydraulics,1120,11,2,1018
23227_1293,4,3,2,Good text 6,Creative,Bad text 6,Stressful,EE3204,Chinese 2,1310,13,1,1163
25800_478,3,2,4,Good text 6,Creative,Bad text 6,Stressful,NUR1118,"Legal Analysis, Writing And Research II",1710,17,1,1337
26145_1753,1,3,4,Good text 6,Creative,Bad text 6,Stressful,MA3252,GRADUATE SEMINARS,1630,16,3,1098
2656_647,2,4,3,Good text 6,Creative,Bad text 6,Stressful,LAJ1201,DOCTORAL SEMINARS,1710,17,1,1464
26572_1429,3,2,2,Good text 6,Creative,Bad text 6,Stressful,NCC1000,Metabolism and Regulation,1420,14,2,2016
27766_1565,4,4,5,Good text 6,Creative,Bad text 6,Stressful,GEM2027,"Process Safety, Health and Environment",1020,10,2,2014
28549_193,4,2,1,Good text 6,Creative,Bad text 6,Stressful,GEM2901,Heat Transfer,810,8,1,1417
31755_675,3,4,5,Good text 6,Creative,Bad text 6,Stressful,NUR1114,The Mathematics of Games,1320,13,2,2732
31923_1525,3,3,4,Good text 6,Creative,Bad text 6,Stressful,LSM1401,Data Structures and Algorithms I,1610,16,1,1072
32333_116,2,2,2,Good text 6,Creative,Bad text 6,Stressful,NUR1117,South Asia in Singapore,1010,10,1,1019
32406_1752,1,4,2,Good text 6,Creative,Bad text 6,Stressful,HR2002,HeadStart Module (A Career Development Programme),1210,12,1,1621
33007_1409,4,4,1,Good text 6,Creative,Bad text 6,Stressful,LSM1103,Principles of Mechanical Eng. Materials,1710,17,1,1018
35097_1341,2,5,1,Good text 6,Creative,Bad text 6,Stressful,ME2112,Clean Energy and Storage,1720,17,2,1482
35755_1563,2,5,5,Good text 6,Creative,Bad text 6,Stressful,ES5002,Drugs and Society,1640,16,4,2117
36086_1589,5,1,2,Good text 6,Creative,Bad text 6,Stressful,LSM1401,Data Structures and Algorithms I,620,6,2,2892
36369_496,1,1,4,Good text 6,Creative,Bad text 6,Stressful,SC2214,GRADUATE RESEARCH SEMINAR,1810,18,1,1746
38184_371,4,1,1,Good text 6,Creative,Bad text 6,Stressful,DSC2006,Managerial Economics,710,7,1,1018
3861_704,3,2,5,Good text 6,Creative,Bad text 6,Stressful,NM2102,Construction Technology,1600,16,0,1217
38753_1251,5,4,4,Good text 6,Creative,Bad text 6,Stressful,CS1102,Mechanical Systems Design,1410,14,1,1989
39146_911,3,4,1,Good text 6,Creative,Bad text 6,Stressful,PC1431,NUS Data Protection & PDPA Guidelines,1420,14,2,2014
39202_1022,4,1,4,Good text 6,Creative,Bad text 6,Stressful,CM1401,Business Analytics - Data & Decisions,1630,16,3,1284
39273_951,2,2,1,Good text 6,Creative,Bad text 6,Stressful,CM2111,Vacation Internship Programme,720,7,2,1285
39826_1372,2,4,1,Good text 6,Creative,Bad text 6,Stressful,DSC2008,Natural Heritage of Singapore,1110,11,1,1157
42133_1037,2,3,1,Good text 6,Creative,Bad text 6,Stressful,CE2112,Sociology of Family,1020,10,2,1221
42372_1932,4,1,2,Good text 6,Creative,Bad text 6,Stressful,MA2214,Dissertation,810,8,1,3524
4271_1979,4,1,3,Good text 6,Creative,Bad text 6,Stressful,LAC2201,Reading Visual Images,1710,17,1,2892
43536_192,5,5,5,Good text 6,Creative,Bad text 6,Stressful,HY1101E,Microeconomic Analysis II,910,9,1,1665
43550_986,4,2,3,Good text 6,Creative,Bad text 6,Stressful,MA3111,Signals & Communications Design Lab,1610,16,1,1084
44591_1663,2,4,3,Good text 6,Creative,Bad text 6,Stressful,LAC1201,Social Psychology,1120,11,2,1048
44848_928,4,1,5,Good text 6,Creative,Bad text 6,Stressful,PR2202,Construction Project Management,1420,14,2,1311
45013_805,3,5,2,Good text 6,Creative,Bad text 6,Stressful,MKT1003,Management And Organisation,1310,13,1,1220
46072_419,1,4,4,Good text 6,Creative,Bad text 6,Stressful,GET1020,International Economics I,1010,10,1,1180
46873_1671,1,2,3,Good text 6,Creative,Bad text 6,Stressful,CS1010E,Principles of Marketing,1310,13,1,1648
46929_361,4,4,3,Good text 6,Creative,Bad text 6,Stressful,PL3235,Quantitative Methods for Economic Analysis,1610,16,1,2961
48459_1424,2,1,3,Good text 6,Creative,Bad text 6,Stressful,CN3121,Industrial Practice,920,9,2,1136
48667_339,5,5,3,Good text 6,Creative,Bad text 6,Stressful,CN2122,Chemical Engineering Principles,1520,15,2,1103
49222_929,5,4,4,Good text 6,Creative,Bad text 6,Stressful,GEM2900,General and Physical Chemistry for Engineers,1810,18,1,1215
50198_907,4,1,3,Good text 6,Creative,Bad text 6,Stressful,LAJ1201,DOCTORAL SEMINARS,1410,14,1,1025
50503_702,1,5,3,Good text 6,Creative,Bad text 6,Stressful,MA1101R,Making Sense of Society,1620,16,2,2016
50820_1728,5,1,4,Good text 6,Creative,Bad text 6,Stressful,LAT1201,Investment Analysis and Portfolio Management,1710,17,1,2062
51510_735,2,5,3,Good text 6,Creative,Bad text 6,Stressful,DSC2006,Managerial Economics,1810,18,1,1381
53752_181,5,4,3,Good text 6,Creative,Bad text 6,Stressful,ME2113,Money and Banking I,1610,16,1,1069
54123_1457,4,5,2,Good text 6,Creative,Bad text 6,Stressful,ME2114,Law Of Torts,1810,18,1,1697
54831_489,5,5,2,Good text 6,Creative,Bad text 6,Stressful,MA1505,Quantitative Reasoning,1420,14,2,1849
55255_1963,2,4,2,Good text 6,Creative,Bad text 6,Stressful,GE2204,Introduction to Circuits and Systems,720,7,2,1256
55333_1281,3,2,5,Good text 6,Creative,Bad text 6,Stressful,GEQ1000,Operations Management,1320,13,2,1083
55467_1016,2,4,1,Good text 6,Creative,Bad text 6,Stressful,EC3102,Manufacturing Processes,510,5,1,15553
57314_1287,3,1,4,Good text 6,Creative,Bad text 6,Stressful,CFG1001,Einstein's Universe & Quantum Weirdness,1810,18,1,1512
57790_322,3,3,4,Good text 6,Creative,Bad text 6,Stressful,CM1131,Malay 1,1600,16,0,1005
58269_865,3,2,5,Good text 6,Creative,Bad text 6,Stressful,PL3234,Industrial Attachment Programme,940,9,4,1023
58425_1132,5,2,2,Good text 6,Creative,Bad text 6,Stressful,EC3102,Manufacturing Processes,810,8,1,1095
58473_1943,4,1,2,Good text 6,Creative,Bad text 6,Stressful,LAJ2203,Physical Chemistry 2,710,7,1,1869
5898_1191,2,4,5,Good text 6,Creative,Bad text 6,Stressful,GEK1022,Pharmacology 2,1730,17,3,1214
614_1350,1,4,5,Good text 6,Creative,Bad text 6,Stressful,CS3240,Introduction to Classical Mechanics,1120,11,2,1355
635_285,3,3,2,Good text 6,Creative,Bad text 6,Stressful,GER1000,Programming Methodology,1310,13,1,1078
6627_908,4,2,1,Good text 6,Creative,Bad text 6,Stressful,PL2131,Molecular Genetics,1620,16,2,2098
8424_1142,2,3,4,Good text 6,Creative,Bad text 6,Stressful,PC1221,Regression Analysis,720,7,2,1912
10144_1886,5,4,2,Good text 7,TAs,Bad text 6,Stressful,CN3108,"Malays - Tradition, Conflict and Change",720,7,2,1399
10297_70,4,4,3,Good text 7,TAs,Bad text 6,Stressful,ME2134,Engineering Thermodynamics,1010,10,1,4447
1087_1068,3,2,3,Good text 7,TAs,Bad text 6,Stressful,PL1101E,Electrical Engineering,520,5,2,1752
11099_325,2,3,5,Good text 7,TAs,Bad text 6,Stressful,FIN2004,Singapore Society,1110,11,1,1141
11288_751,1,4,3,Good text 7,TAs,Bad text 6,Stressful,MA1102R,Southeast Asia: A Changing Region,1410,14,1,1185
13789_1332,3,1,1,Good text 7,TAs,Bad text 6,Stressful,MNO2009,Japanese 3,1710,17,1,2044
14293_708,4,1,5,Good text 7,TAs,Bad text 6,Stressful,CS2102,Mechanics Of Machines,1720,17,2,1251
14378_993,5,1,1,Good text 7,TAs,Bad text 6,Stressful,BSP1004,Probability,1210,12,1,1120
15203_370,3,5,4,Good text 7,TAs,Bad text 6,Stressful,EE1001,Environmental Economics,720,7,2,1067
15997_946,4,4,4,Good text 7,TAs,Bad text 6,Stressful,GES1003,Complex Analysis I,810,8,1,1449
16489_251,1,5,2,Good text 7,TAs,Bad text 6,Stressful,CN2121,Inorganic Chemistry 1,1610,16,1,1008
17485_1374,5,3,5,Good text 7,TAs,Bad text 6,Stressful,CM2101,Chinese Language: Its Past and Present,920,9,2,1322
19503_1687,3,3,1,Good text 7,TAs,Bad text 6,Stressful,EC2102,Understanding the Universe,1010,10,1,1666
19735_674,1,3,4,Good text 7,TAs,Bad text 6,Stressful,LSM1104,Feedback Control Systems,1810,18,1,1587
20102_1330,4,2,3,Good text 7,TAs,Bad text 6,Stressful,LAJ2202,Mechanics of Materials,1010,10,1,15556
20352_1958,3,2,3,Good text 7,TAs,Bad text 6,Stressful,GEM2901,Heat Transfer,1520,15,2,1031
20724_669,1,5,2,Good text 7,TAs,Bad text 6,Stressful,MKT1003,Management And Organisation,910,9,1,1844
21200_1338,3,1,4,Good text 7,TAs,Bad text 6,Stressful,LAB1201,Introduction to Japanese Studies,1540,15,4,1620
2140_927,3,3,1,Good text 7,TAs,Bad text 6,Stressful,LSM2103,Introduction to Politics,1200,12,0,1069
2332_1611,5,5,1,Good text 7,TAs,Bad text 6,Stressful,ST1232,Microeconomic Analysis I,1010,10,1,1344
24234_688,4,4,3,Good text 7,TAs,Bad text 6,Stressful,PR3103,Physiology 2,1420,14,2,3105
24446_411,4,2,1,Good text 7,TAs,Bad text 6,Stressful,ES5001A,Reporting Statistics in the Media,1220,12,2,1041
24528_1838,4,2,1,Good text 7,TAs,Bad text 6,Stressful,ST2132,Econometrics II,1420,14,2,1801
25612_726,4,4,2,Good text 7,TAs,Bad text 6,Stressful,GE2229,Interaction Design,810,8,1,1037
26927_1309,3,3,5,Good text 7,TAs,Bad text 6,Stressful,DSC2008,Natural Heritage of Singapore,830,8,3,1065
27108_753,3,1,3,Good text 7,TAs,Bad text 6,Stressful,CS1010S,Law Of Contract,1640,16,4,1217
